Code,名稱,網址,評分,餐點類型
il0p,禾日香魯肉飯,/restaurant/il0p/he-ri-xiang-lu-rou-fan,4.7 stars out of 5,台式
ho9u,八田 手作油飯·豆花,/restaurant/ho9u/ba-tian-shou-zuo-you-fan-dou-hua,4.6 stars out of 5,台式
mqtp,阿公現流仔海魚,/restaurant/mqtp/a-gong-xian-liu-zi-hai-yu,4.7 stars out of 5,台式
ne4d,鼎璇一鍋一燒,/restaurant/ne4d/ding-xuan-guo-shao,4.6 stars out of 5,台式
agd8,隔壁宵夜 (新竹中央店),/restaurant/agd8/ge-bi-xiao-ye-xin-zhu-zhong-yang-dian,4.6 stars out of 5,台式
uvlz,達叔古早味蛋餅,/restaurant/uvlz/da-shu-gu-zao-wei-dan-bing,4.3 stars out of 5,早餐
mdy1,日春木瓜牛奶 (大潤發忠孝旗艦店),/restaurant/mdy1/ri-chun-mu-gua-niu-nai-da-run-fa-zhong-xiao-qi-jian-dian,4.9 stars out of 5,飲料
zfa9,MyTeaRoom15 正宗印度拉茶,/restaurant/zfa9/mytearoom15-zheng-zong-yin-du-la-cha,5 stars out of 5,東南亞
h3ad,小時厚牛排 (新竹經國店),/restaurant/h3ad/xiao-shi-hou-niu-pai-xin-zhu-jing-guo-dian,4.8 stars out of 5,台式
e4rt,早安美芝城 (新竹北大概念店),/restaurant/e4rt/zao-an-mei-zhi-cheng-xin-zhu-bei-da-gai-nian-dian,4.8 stars out of 5,早餐
n1eo,定食8 (新竹忠孝店),/restaurant/n1eo/ding-shi-8-xin-zhu-zhong-xiao-dian,4.7 stars out of 5,日式
dp0s,眷村寧波麵食,/restaurant/dp0s/juan-cun-zhu-bo-mian-shi,4.6 stars out of 5,台式
e4ii,竹光便當,/restaurant/e4ii/zhu-guang-bian-dang,4.1 stars out of 5,台式
f2np,横浜家系ラーメン拉麵家,/restaurant/f2np/heng-bang-jia-xi-ramenla-mian-jia,4.2 stars out of 5,日式
j5bi,3廠炸雞 (延平總店),/restaurant/j5bi/3chang-zha-ji-yan-ping-zong-dian,4.3 stars out of 5,小吃
wsld,烏弄 (新竹巨城店),/restaurant/wsld/wu-nong-xin-zhu-ju-cheng-dian,4.9 stars out of 5,飲料
y1rm,雲頂炒飯王國,/restaurant/y1rm/yun-ding-chao-fan-wang-guo,4.5 stars out of 5,台式
d7pc,川越茶飲,/restaurant/d7pc/chuan-yue-cha-yin,4.9 stars out of 5,飲料
tkio,FLOW INTO,/restaurant/tkio/flow-into,5 stars out of 5,飲料
wpvw,薯王早膳MouseKing (新竹香山店),/restaurant/wpvw/shu-wang-zao-shan-mouseking-xin-zhu-xiang-shan-dian,5 stars out of 5,早餐
woix,孫東寶 (新竹民生店),/restaurant/woix/sun-dong-bao-xin-zhu-min-sheng-dian,4.5 stars out of 5,台式
x6jr,森米雞蛋仔,/restaurant/x6jr/sen-mi-ji-dan-zi,4.8 stars out of 5,甜點
t4pw,民眾食堂 (排骨酥麵、咖哩飯、蚵仔煎、小籠包、水餃),/restaurant/t4pw/min-zhong-shi-tang-pai-gu-su-mian-ka-li-fan-he-zi-jian-xiao-long-bao-shui-jiao,4.5 stars out of 5,台式
e2vc,cama café (新竹巨城店),/restaurant/e2vc/cama-cafe-xin-zhu-ju-cheng-dian,4.9 stars out of 5,咖啡
anm8,厚作本舖牛排專賣,/restaurant/anm8/hou-zuo-ben-pu-niu-pai-zhuan-mai,4.5 stars out of 5,歐美
y1ti,Burger King 漢堡王 (新竹忠孝店),/restaurant/y1ti/burger-king-han-bao-wang-xin-zhu-zhong-xiao-dian,4.8 stars out of 5,歐美
bab8,好蝦多,/restaurant/bab8/hao-xia-duo,3.6 stars out of 5,台式
g6sw,圓味壽司 (新竹中正店),/restaurant/g6sw/yuan-wei-shou-si-xin-zhu-zhong-zheng-dian,4.9 stars out of 5,日式
d5df,春陽茶事 (新竹巨城店),/restaurant/d5df/chun-yang-cha-shi-xin-zhu-ju-cheng-dian,4.9 stars out of 5,飲料
v2dp,芭芭食堂,/restaurant/v2dp/ba-ba-shi-tang-v2dp,4.6 stars out of 5,台式
i6km,王記麵店,/restaurant/i6km/wang-ji-mian-dian,4.7 stars out of 5,台式
tpa6,四季香約鍋物,/restaurant/tpa6/si-ji-xiang-yue-guo-wu,4.3 stars out of 5,台式
s1qn,湯鍋會24H (新竹經國店),/restaurant/s1qn/tang-guo-hui-24h-xin-zhu-jing-guo-dian,4.6 stars out of 5,台式
ua4h,發記燉品屋,/restaurant/ua4h/fa-ji-dun-pin-wu,4.7 stars out of 5,台式
a8us,成龍串烤．鹽酥雞,/restaurant/a8us/cheng-long-chuan-kao-yan-su-ji,4.6 stars out of 5,小吃
qgax,酒澤串物制作所,/restaurant/qgax/jiu-ze-chuan-wu-zhi-zuo-suo,5 stars out of 5,日式
y1qm,T.N Burger鐵男漢堡 (和平店),/restaurant/y1qm/t-n-burgertie-nan-han-bao-he-ping-dian,4.8 stars out of 5,歐美
cy4k,大來燒臘店,/restaurant/cy4k/da-lai-shao-la-dian,4.7 stars out of 5,港式
a0ng,鴨董,/restaurant/a0ng/ya-dong,4.7 stars out of 5,台式
r5xg,如意麵食館,/restaurant/r5xg/ru-yi-mian-shi-guan,4.7 stars out of 5,台式
as2d,NENE CHICKEN (新竹民生店),/restaurant/as2d/nene-chicken-xin-zhu-min-sheng-dian,4.7 stars out of 5,韓式
ja0v,超派炸雞 (新竹巨城店),/restaurant/ja0v/chao-pai-zha-ji-xin-zhu-ju-cheng-dian,5 stars out of 5,小吃
y6ki,金飯糰,/restaurant/y6ki/jin-fan-tuan,4.6 stars out of 5,小吃
d8nz,達達印度料理 Burans Indian Kitchen,/restaurant/d8nz/da-da-yin-du-liao-li-burans-indian-kitchen,4.6 stars out of 5,異國
jozs,金來發快炒,/restaurant/jozs/jin-lai-fa-kuai-chao,4.4 stars out of 5,台式
vinb,錢都 (新竹光復店),/restaurant/vinb/qian-du-xin-zhu-guang-fu-dian,4.6 stars out of 5,日式
qnnr,涮肉亭麻辣鍋 (新竹光復店),/restaurant/qnnr/shuan-rou-ting-ma-la-guo-xin-zhu-guang-fu-dian,4.6 stars out of 5,中式
o4bd,小澤宅宅 (新竹馬偕店),/restaurant/o4bd/xiao-ze-zhai-zhai-xin-zhu-ma-xie-dian,4.8 stars out of 5,飲料
r7ie,吐兔洋食坊,/restaurant/r7ie/tu-tu-yang-shi-fang,4.9 stars out of 5,台式
f8ou,一品鴨肉麵 (新竹東光店),/restaurant/f8ou/pin-ya-rou-mian-xin-zhu-dong-guang-dian,4.7 stars out of 5,台式
du99,東街日本料理 (新竹民生店),/restaurant/du99/dong-jie-ri-ben-liao-li-xin-zhu-min-sheng-dian,4.9 stars out of 5,日式
rlg7,韓山炸雞 (新竹延平店),/restaurant/rlg7/han-shan-zha-ji-xin-zhu-yan-ping-dian,4.9 stars out of 5,韓式
e6if,夏綠蒂雪花冰 (新竹巨城店),/restaurant/e6if/xia-lu-di-xue-hua-bing-xin-zhu-ju-cheng-dian,4.8 stars out of 5,甜點
i3qx,文華永和豆漿,/restaurant/i3qx/wen-hua-yong-he-dou-jiang,4.7 stars out of 5,台式
izy8,家廚飯麵館,/restaurant/izy8/jia-chu-fan-mian-guan,4.7 stars out of 5,台式
viu8,陳家烤肉 (新竹壹號店),/restaurant/viu8/chen-jia-kao-rou-xin-zhu-yi-hao-dian,4.6 stars out of 5,小吃
zkis,Pasta Hut義大利麵 (新竹民生店),/restaurant/zkis/pasta-hutyi-da-li-mian-xin-zhu-min-sheng-dian,5 stars out of 5,歐美
lwdp,鼎膳堂銷魂鴨肉飯,/restaurant/lwdp/ding-shan-tang-xiao-hun-ya-rou-fan,4.5 stars out of 5,台式
eq7r,馬蔥餅 (新竹延平店),/restaurant/eq7r/ma-cong-bing-xin-zhu-yan-ping-dian,5 stars out of 5,小吃
coga,兄弟炸雞,/restaurant/coga/xiong-di-zha-ji,未知,小吃
oovt,威尼町炒飯麵熱炒,/restaurant/oovt/wei-ni-ting-chao-fan-mian-re-chao,4.5 stars out of 5,台式
z1sn,竹光大粉粿,/restaurant/z1sn/zhu-guang-da-fen-guo,4.9 stars out of 5,小吃
s0bc,普吉島快餐店,/restaurant/s0bc/pu-ji-dao-kuai-can-dian,4.8 stars out of 5,台式
h2se,紅竹現炒,/restaurant/h2se/hong-zhu-xian-chao,4.6 stars out of 5,台式
b0pb,喬賣麵#義大利麵,/restaurant/b0pb/qiao-mai-mian-yi-da-li-mian,4.7 stars out of 5,歐美
ok4r,重慶水煮魚,/restaurant/ok4r/zhong-qing-shui-zhu-yu,4.8 stars out of 5,中式
f5ud,二月牌沙茶爐/海鮮蒸塔 (新竹東光店),/restaurant/f5ud/er-yue-pai-sha-cha-lu-hai-xian-zheng-ta-xin-zhu-dong-guang-dian,4.4 stars out of 5,台式
o73l,一雞棒鹽水雞 (新竹店),/restaurant/o73l/ji-bang-yan-shui-ji-xin-zhu-dian,4.6 stars out of 5,台式
ncdo,紅橘子精緻早午餐 (新竹東明店),/restaurant/ncdo/hong-ju-zi-jing-zhi-zao-wu-can-xin-zhu-dong-ming-dian,4.7 stars out of 5,早餐
hn42,黑貓滷味 (新竹中正店),/restaurant/hn42/hei-mao-lu-wei-xin-zhu-zhong-zheng-dian,4.8 stars out of 5,小吃
y3aj,臻穎牛肉麵食館,/restaurant/y3aj/zhen-ying-niu-rou-mian-shi-guan,4.6 stars out of 5,台式
urqu,費德蛋餅先生 (新竹和平店),/restaurant/urqu/fei-de-dan-bing-xian-sheng-xin-zhu-he-ping-dian,4.9 stars out of 5,台式
b84x,俏媛媛韓式飯捲,/restaurant/b84x/qiao-yuan-yuan-han-shi-fan-juan,4.6 stars out of 5,韓式
bybd,叁比捌手作餐盒 (新竹民生店),/restaurant/bybd/san-bi-ba-shou-zuo-can-he-xin-zhu-min-sheng-dian,4.7 stars out of 5,健康餐
a2gl,醇滷味 (新竹延平店),/restaurant/a2gl/chun-lu-wei-xin-zhu-yan-ping-dian,4.8 stars out of 5,小吃
w12e,水田木蔬果市集,/restaurant/w12e/shui-tian-mu-shu-guo-shi-ji,4.8 stars out of 5,健康餐
hxz6,吉普賽民歌西餐,/restaurant/hxz6/ji-pu-sai-min-ge-xi-can,4.9 stars out of 5,台式
a1s5,三顧茅廬 (新竹民生店),/restaurant/a1s5/san-gu-mao-lu-xin-zhu-min-sheng-dian,4.6 stars out of 5,小吃
q8sv,朵義餐桌,/restaurant/q8sv/duo-yi-can-zhuo,4.8 stars out of 5,歐美
z8to,大苑子 (新竹中正店),/restaurant/z8to/da-yuan-zi-xin-zhu-zhong-zheng-dian,4.9 stars out of 5,飲料
x8pe,竺軒 黑砂糖刨冰店,/restaurant/x8pe/zhu-xuan-hei-sha-tang-bao-bing-dian,4.8 stars out of 5,甜點
per3,珍粥到廣東粥麵食館 (新竹水田店),/restaurant/per3/zhen-zhou-dao-guang-dong-zhou-mian-shi-guan-xin-zhu-shui-tian-dian,4.8 stars out of 5,台式
egdo,五味臭豆腐,/restaurant/egdo/wu-wei-chou-dou-fu,4.8 stars out of 5,小吃
sbs5,雞大爺 新竹水田店,/restaurant/sbs5/ji-da-ye-xin-zhu-shui-tian-dian,4.5 stars out of 5,小吃
tvc3,Over the moon café & laundry,/restaurant/tvc3/over-the-moon-cafe-and-laundry,4.5 stars out of 5,歐美
lhvu,日船章魚小丸子 (新竹有成店),/restaurant/lhvu/ri-chuan-zhang-yu-xiao-wan-zi-xin-zhu-you-cheng-dian,4.5 stars out of 5,日式
hzk4,同和鍋物,/restaurant/hzk4/tong-he-guo-wu,4.8 stars out of 5,台式
z32l,明爐燒臘 (馬偕店),/restaurant/z32l/ming-lu-shao-la-ma-xie-dian,4.8 stars out of 5,港式
l30c,嵐町雞排 (新竹忠孝店),/restaurant/l30c/lan-ting-ji-pai-xin-zhu-zhong-xiao-dian,4.6 stars out of 5,小吃
qskb,好運來燒臘,/restaurant/qskb/hao-yun-lai-shao-la,4.7 stars out of 5,港式
mky9,食米堂,/restaurant/mky9/shi-mi-tang,4.9 stars out of 5,台式
a1as,阿香小吃 (西大店),/restaurant/a1as/a-xiang-xiao-chi-xi-da-dian,4.8 stars out of 5,台式
s1uq,大師鹽酥雞,/restaurant/s1uq/da-shi-yan-su-ji,4.7 stars out of 5,小吃
b5ud,第一香焿の專賣店 (新竹高工店),/restaurant/b5ud/di-xiang-nozhuan-mai-dian-xin-zhu-gao-gong-dian,4.8 stars out of 5,台式
z0tg,福砌阿華什錦麵,/restaurant/z0tg/fu-qi-a-hua-shi-jin-mian,4.9 stars out of 5,台式
a1ft,原北大魷魚糠,/restaurant/a1ft/yuan-bei-da-you-yu-kang,4.9 stars out of 5,台式
ol7a,鼎盛燒臘 (新竹光復店),/restaurant/ol7a/ding-sheng-shao-la-xin-zhu-guang-fu-dian,4.8 stars out of 5,港式
z1au,活力鹽水雞,/restaurant/z1au/huo-li-yan-shui-ji,4.7 stars out of 5,小吃
rc8j,梁姐焗烤起司炒飯專賣,/restaurant/rc8j/liang-jie-ju-kao-qi-si-chao-fan-zhuan-mai,4.8 stars out of 5,歐美
fina,A Bao house(新竹忠孝店),/restaurant/fina/a-bao-house-xin-zhu-zhong-xiao-dian,4.1 stars out of 5,早餐
ghp8,韋爐復刻食鍋(新竹忠孝店),/restaurant/ghp8/wei-lu-fu-ke-shi-guo-xin-zhu-zhong-xiao-dian,4.9 stars out of 5,中式
d3ej,吳記雲南美食,/restaurant/d3ej/wu-ji-yun-nan-mei-shi,4.8 stars out of 5,中式
q01a,阿忠水煎包,/restaurant/q01a/a-zhong-shui-jian-bao,4 stars out of 5,小吃
o509,名古屋料亭 (新竹經國店),/restaurant/o509/ming-gu-wu-liao-ting-xin-zhu-jing-guo-dian,4 stars out of 5,日式
pbzq,828飯糰,/restaurant/pbzq/828fan-tuan,4.9 stars out of 5,小吃
y5sa,太祖魷魚羹 (新竹光華店),/restaurant/y5sa/tai-zu-you-yu-geng-xin-zhu-guang-hua-dian,4.8 stars out of 5,台式
mid5,極品炭燒羊肉爐,/restaurant/mid5/ji-pin-tan-shao-yang-rou-lu,4.2 stars out of 5,台式
ct66,小佐お茶作 (東區馬偕店),/restaurant/ct66/xiao-zuo-ocha-zuo-dong-qu-ma-xie-dian,4.9 stars out of 5,飲料
x2ie,恐龍日式拉麵,/restaurant/x2ie/kong-long-ri-shi-la-mian,4.7 stars out of 5,日式
l9tz,達美樂Domino's (新竹自由三民店),/restaurant/l9tz/da-mei-le-dominos-xin-zhu-zi-you-san-min-dian,4.8 stars out of 5,歐美
i4mt,延平鮮果汁,/restaurant/i4mt/yan-ping-xian-guo-zhi,4.8 stars out of 5,飲料
n9r8,台北麻將麻辣臭豆腐 (新竹水田店),/restaurant/n9r8/tai-bei-ma-jiang-ma-la-chou-dou-fu-xin-zhu-shui-tian-dian,4.8 stars out of 5,小吃
gtgn,水田71,/restaurant/gtgn/shui-tian-71,5 stars out of 5,台式
xdg8,三媽臭臭鍋 (新竹光華東店),/restaurant/xdg8/san-ma-chou-chou-guo-xin-zhu-guang-hua-dong-dian,4.7 stars out of 5,台式
g1ki,吳家紅茶冰 (新竹中正店),/restaurant/g1ki/wu-jia-hong-cha-bing-xin-zhu-zhong-zheng-dian,4.9 stars out of 5,飲料
z5bz,檸檬樹鮮打果汁吧,/restaurant/z5bz/ning-meng-shu-xian-da-guo-zhi-ba,4.8 stars out of 5,飲料
h8bo,仙草仙飲,/restaurant/h8bo/xian-cao-xian-yin,未知,飲料
b0pd,大碗公冰·甜品 (新竹中正店),/restaurant/b0pd/da-wan-gong-bing-tian-pin-xin-zhu-zhong-zheng-dian,4.7 stars out of 5,甜點
y9sz,鳳麟粥飯麵食館(新竹湳雅店),/restaurant/y9sz/feng-lin-zhou-fan-mian-shi-guan-xin-zhu-nan-ya-dian,4.8 stars out of 5,台式
p8z8,竹三餃子館,/restaurant/p8z8/zhu-san-jiao-zi-guan-p8z8,4.6 stars out of 5,台式
y9ef,黃天津溫體牛羊肉,/restaurant/y9ef/huang-tian-jin-wen-ti-niu-yang-rou,4.6 stars out of 5,台式
bhwg,Hollatte馥拿鐵 自家烘焙 (新竹馬偕店),/restaurant/bhwg/hollattefu-na-tie-zi-jia-hong-bei-xin-zhu-ma-xie-dian,5 stars out of 5,咖啡
jq46,caca越南法國麵包專賣店 (新竹馬偕店),/restaurant/jq46/cacayue-nan-fa-guo-mian-bao-zhuan-mai-dian-xin-zhu-ma-xie-dian,4.5 stars out of 5,東南亞
knk2,SELFree纖活健康餐 (新竹水田店),/restaurant/knk2/selfreexian-huo-jian-kang-can-xin-zhu-shui-tian-dian,4.8 stars out of 5,健康餐
q0ao,饗吃丼 (新竹竹光店),/restaurant/q0ao/xiang-chi-jing-xin-zhu-zhu-guang-dian,4.7 stars out of 5,日式
rvl6,魚鮮會社 (新竹經國店),/restaurant/rvl6/yu-xian-hui-she-xin-zhu-jing-guo-dian,4.6 stars out of 5,日式
q6sy,瘋丼,/restaurant/q6sy/feng-jing,4.7 stars out of 5,日式
g325,采弘水煎包,/restaurant/g325/cai-hong-shui-jian-bao,4.6 stars out of 5,小吃
fz7t,饕牛台南溫體牛 (新竹店),/restaurant/fz7t/tao-niu-tai-nan-wen-ti-niu-xin-zhu-dian,4.4 stars out of 5,台式
y6yq,創義小火鍋,/restaurant/y6yq/chuang-yi-xiao-huo-guo,4.6 stars out of 5,台式
fmco,樂活早午餐 (新竹鐵道總店),/restaurant/fmco/le-huo-zao-wu-can-xin-zhu-tie-dao-zong-dian,4.7 stars out of 5,台式
f0kj,弘爺漢堡 (新竹五十厝店),/restaurant/f0kj/hong-ye-han-bao-xin-zhu-wu-shi-cuo-dian,4.8 stars out of 5,早餐
q1wj,串燒20元,/restaurant/q1wj/chuan-shao-20yuan,4.4 stars out of 5,小吃
cfp3,辦桌麻辣燙 (北區嵐湘店),/restaurant/cfp3/ban-zhuo-ma-la-tang-bei-qu-lan-xiang-dian,3.8 stars out of 5,小吃
a5rc,鄉田牛排,/restaurant/a5rc/xiang-tian-niu-pai,4.8 stars out of 5,台式
eltm,光華麻辣鴨血臭豆腐,/restaurant/eltm/guang-hua-ma-la-ya-xie-chou-dou-fu,4.7 stars out of 5,小吃
y2uc,創義食族,/restaurant/y2uc/chuang-yi-shi-zu,4.6 stars out of 5,歐美
fsfy,阿惠冰店,/restaurant/fsfy/a-hui-bing-dian,4.9 stars out of 5,甜點
y0bq,台灣壹碳烤 串燒 居酒食堂,/restaurant/y0bq/tai-wan-yi-tan-kao-chuan-shao-ju-jiu-shi-tang,4.8 stars out of 5,台式
zrvk,喇雞鹹水雞 (新竹中正店),/restaurant/zrvk/la-ji-xian-shui-ji-xin-zhu-zhong-zheng-dian,4.4 stars out of 5,小吃
qs44,城市漢堡 (新竹鐵道店),/restaurant/qs44/cheng-shi-han-bao-xin-zhu-tie-dao-dian-qs44,4.7 stars out of 5,早餐
uc7w,顏太煮奶茶 (新竹寶山店),/restaurant/uc7w/yan-tai-zhu-nai-cha-xin-zhu-bao-shan-dian,4.9 stars out of 5,飲料
tivo,有利脆皮豬 (新竹忠孝店),/restaurant/tivo/you-li-cui-pi-zhu-xin-zhu-zhong-xiao-dian,3 stars out of 5,小吃
f9s6,希希丁飲品專賣,/restaurant/f9s6/xi-xi-ding-yin-pin-zhuan-mai,4.8 stars out of 5,飲料
clh4,城咖牛排精釀餐廳 UT Steak Bar,/restaurant/clh4/cheng-ka-niu-pai-jing-niang-can-ting-ut-steak-bar,5 stars out of 5,歐美
jpqx,山崎屋咖哩 (新竹光華店),/restaurant/jpqx/shan-qi-wu-ka-li-xin-zhu-guang-hua-dian,4.5 stars out of 5,日式
g7bd,台泰風味館,/restaurant/g7bd/tai-tai-feng-wei-guan,4.8 stars out of 5,東南亞
y1ue,咖咖屋啦啦,/restaurant/y1ue/ka-ka-wu-la-la,4.6 stars out of 5,日式
i637,麻子辣蒙古麻辣燙 (新竹光華店),/restaurant/i637/ma-zi-la-meng-gu-ma-la-tang-xin-zhu-guang-hua-dian,3.8 stars out of 5,中式
hs4z,豐米便當formebento 總店,/restaurant/hs4z/feng-mi-bian-dang-formebento-zong-dian,未知,台式
k6ot,温叨古早味小吃,/restaurant/k6ot/wen-tao-gu-zao-wei-xiao-chi,4.6 stars out of 5,小吃
f6hd,海水屋 (新竹忠孝店),/restaurant/f6hd/hai-shui-wu-xin-zhu-zhong-xiao-dian,4.7 stars out of 5,台式
ge6l,招柴莉莉雞蛋糕+關東煮,/restaurant/ge6l/zhao-chai-li-li-ji-dan-gao-guan-dong-zhu,4.5 stars out of 5,日式
zeew,川醉湘滷味食堂,/restaurant/zeew/chuan-zui-xiang-lu-wei-shi-tang-zeew,5 stars out of 5,小吃
d5ld,光華魷魚羹,/restaurant/d5ld/guang-hua-you-yu-geng,4.7 stars out of 5,台式
d24o,好運來牛雜麵食館,/restaurant/d24o/hao-yun-lai-niu-za-mian-shi-guan,4.8 stars out of 5,台式
fc9d,竹美私房料理 (新竹田美店),/restaurant/fc9d/zhu-mei-si-fang-liao-li-xin-zhu-tian-mei-dian,4.8 stars out of 5,港式
b8ao,手作功夫茶 (新竹高翠店),/restaurant/b8ao/shou-zuo-gong-fu-cha-xin-zhu-gao-cui-dian,4.9 stars out of 5,飲料
j4bq,劉妹鍋燒意麵 (新竹香山店),/restaurant/j4bq/liu-mei-guo-shao-yi-mian-xin-zhu-xiang-shan-dian,4.7 stars out of 5,台式
rvsm,幸福客家麵食館,/restaurant/rvsm/xing-fu-ke-jia-mian-shi-guan,4.8 stars out of 5,台式
qj43,愛呷粽食堂,/restaurant/qj43/ai-xia-zong-shi-tang,4.5 stars out of 5,小吃
y9rl,夏日鍋物,/restaurant/y9rl/xia-ri-guo-wu,4.8 stars out of 5,台式
z5oj,NU PASTA (新竹光華店),/restaurant/z5oj/nu-pasta-xin-zhu-guang-hua-dian,4.8 stars out of 5,歐美
jcm2,瑞斯飯糰 (新竹寶山店),/restaurant/jcm2/rui-si-fan-tuan-xin-zhu-bao-shan-dian-jcm2,4.8 stars out of 5,台式
a6mt,多而滾滷味,/restaurant/a6mt/duo-er-gun-lu-wei,4.6 stars out of 5,小吃
y7em,李媽媽筒仔米糕,/restaurant/y7em/li-ma-ma-tong-zi-mi-gao,4.8 stars out of 5,台式
gn50,正香滷味客棧,/restaurant/gn50/zheng-xiang-lu-wei-ke-zhan,4.7 stars out of 5,小吃
wxos,塊樂炸雞咖哩飯光華店,/restaurant/wxos/kuai-le-zha-ji-ka-li-fan-guang-hua-dian,4.9 stars out of 5,歐美
rf5h,大市麵堂 - 牛肉麵、燉雞麵,/restaurant/rf5h/da-shi-mian-tang-niu-rou-mian-dun-ji-mian,4.8 stars out of 5,台式
n8tp,元氣燒肉丼便當,/restaurant/n8tp/yuan-qi-shao-rou-jing-bian-dang,4.3 stars out of 5,日式
b4ls,斑馬豆花 (新竹水田店),/restaurant/b4ls/ban-ma-dou-hua-xin-zhu-shui-tian-dian,4.9 stars out of 5,甜點
y4sz,軒邑快餐,/restaurant/y4sz/xuan-yi-kuai-can,4.6 stars out of 5,台式
dml8,泰飽爺-泰式平價料理,/restaurant/dml8/tai-bao-ye-tai-shi-ping-jia-liao-li,4.5 stars out of 5,東南亞
fxtl,舒舒G,/restaurant/fxtl/shu-shu-g,5 stars out of 5,台式
cqu8,麵麵聚道大餛飩,/restaurant/cqu8/mian-mian-ju-dao-da-hun-tun,4.9 stars out of 5,台式
xuhe,一杯果汁,/restaurant/xuhe/bei-guo-zhi-xuhe,未知,健康餐
st49,波波TEA BOBO茶,/restaurant/st49/bo-bo-tea-bobocha,4.8 stars out of 5,飲料
urpv,一杯果汁,/restaurant/urpv/bei-guo-zhi,4.6 stars out of 5,飲料
w21l,寶達港式茶餐廳 (愛買新竹店),/restaurant/w21l/bao-da-gang-shi-cha-can-ting-ai-mai-xin-zhu-dian,4.7 stars out of 5,港式
hhth,豆乳小雞,/restaurant/hhth/dou-ru-xiao-ji,4.9 stars out of 5,小吃
dxul,木杉食堂,/restaurant/dxul/mu-shan-shi-tang,2.2 stars out of 5,歐美
l6zg,宏鑫源鐵板燒,/restaurant/l6zg/hong-xin-yuan-tie-ban-shao,4.7 stars out of 5,台式
z8cv,中華小籠包,/restaurant/z8cv/zhong-hua-xiao-long-bao,4.6 stars out of 5,小吃
l6vf,饗輕食 (新竹中華店),/restaurant/l6vf/xiang-qing-shi-xin-zhu-zhong-hua-dian,3.6 stars out of 5,健康餐
ic7y,第一香 羹的專賣店 (新竹延平店),/restaurant/ic7y/di-xiang-geng-de-zhuan-mai-dian-xin-zhu-yan-ping-dian,4.7 stars out of 5,台式
tq2p,雙饗鍋 (新竹中華店),/restaurant/tq2p/shuang-xiang-guo-xin-zhu-zhong-hua-dian,4.3 stars out of 5,台式
a2vf,牛小排,/restaurant/a2vf/niu-xiao-pai,4.6 stars out of 5,台式
y2kk,囍羊羊手作茶坊,/restaurant/y2kk/xi-yang-yang-shou-zuo-cha-fang,4.8 stars out of 5,飲料
g9kz,眼鏡大叔の米食研究所,/restaurant/g9kz/yan-jing-da-shu-nomi-shi-yan-jiu-suo,4.9 stars out of 5,日式
m9du,洋城義大利餐廳 (愛買新竹店),/restaurant/m9du/yang-cheng-yi-da-li-can-ting-ai-mai-xin-zhu-dian,4.5 stars out of 5,歐美
y4sp,東北麵食館,/restaurant/y4sp/dong-bei-mian-shi-guan,4.6 stars out of 5,台式
th6h,Defcoffee,/restaurant/th6h/defcoffee,4.9 stars out of 5,飲料
e9wa,中正台鴨肉麵,/restaurant/e9wa/zhong-zheng-tai-ya-rou-mian,4.7 stars out of 5,台式
onpx,熊本鍋物 (新竹清大店),/restaurant/onpx/xiong-ben-guo-wu-xin-zhu-qing-da-dian,4.8 stars out of 5,台式
vf8k,米克Q手感茶飲 (新竹光華店),/restaurant/vf8k/mi-ke-qshou-gan-cha-yin-xin-zhu-guang-hua-dian,4.9 stars out of 5,飲料
ps32,來來越式料理,/restaurant/ps32/lai-lai-yue-shi-liao-li,4.7 stars out of 5,東南亞
y5ty,中山道日式定食,/restaurant/y5ty/zhong-shan-dao-ri-shi-ding-shi,4.8 stars out of 5,日式
t0o5,緣滿好料理,/restaurant/t0o5/yuan-man-hao-liao-li,4.9 stars out of 5,東南亞
k224,善美精緻自助餐,/restaurant/k224/shan-mei-jing-zhi-zi-zhu-can,4.4 stars out of 5,台式
q47a,清大商圈 家之味麵食館,/restaurant/q47a/qing-da-shang-quan-jia-zhi-wei-mian-shi-guan,4.4 stars out of 5,台式
d7cg,台灣寶島麵線站,/restaurant/d7cg/tai-wan-bao-dao-mian-xian-zhan,4.8 stars out of 5,小吃
f5ms,簡單生活 (新竹中正店),/restaurant/f5ms/jian-dan-sheng-huo-xin-zhu-zhong-zheng-dian,4.6 stars out of 5,歐美
l7ss,九湯屋日式拉麵 (新竹清大店),/restaurant/l7ss/jiu-tang-wu-ri-shi-la-mian-xin-zhu-qing-da-dian,4.7 stars out of 5,日式
g6rw,斑鳩的窩 (愛買新竹店),/restaurant/g6rw/ban-jiu-de-wo-ai-mai-xin-zhu-dian,4.6 stars out of 5,日式
gefu,韓一館,/restaurant/gefu/han-guan,4.7 stars out of 5,韓式
fvv8,湘廚小館,/restaurant/fvv8/xiang-chu-xiao-guan,4.8 stars out of 5,台式
whlo,劉姊姊飯糰 (新竹建中店),/restaurant/whlo/liu-zi-zi-fan-tuan-xin-zhu-jian-zhong-dian,4.6 stars out of 5,台式
wlxw,爭鮮迴轉壽司 (新竹愛買店),/restaurant/wlxw/zheng-xian-hui-zhuan-shou-si-xin-zhu-ai-mai-dian,4.8 stars out of 5,日式
